,x,y,h,s
203,-0.0001942959654105273,-0.05462092079843269,7.5100097661869345,8.184647196550202
204,-0.00019429602117026655,-0.05944609630426686,8.130004882820545,9.378974480301032
205,-0.0001942959912122203,-0.0642712729424823,8.770019532268163,10.622494054488037
206,-0.00019429602885530156,-0.07507967141624175,10.140014648384405,13.205489385959732
207,-0.0001942960866117311,-0.08048387286257574,10.860046386296967,14.529890553159886
208,-0.00019429605265060165,-0.08646709666441277,11.61004638672164,15.87051948927791
209,-0.0003885922856786212,-0.09245032216841739,12.380004882282671,17.223737790382053
210,-0.00038859235488433036,-0.10538181396311876,14.010009764991795,19.952543602184257
211,-0.00038859241362491367,-0.11233008050736511,14.860046385964088,21.32423270405363
212,-0.00038859250094728083,-0.11927834946510082,15.740051269191996,22.69941372473903
213,-0.0007771850779361324,-0.12680564217158632,16.650024412584656,24.075859826114876
214,-0.000777185348274412,-0.14205324272870928,18.54003906112503,26.8236920238615
215,-0.0007771854714032038,-0.14996655797784578,19.520019530306268,28.19385376753624
216,-0.0007771856169886744,-0.15807288360405683,20.530029295544026,29.560949930006355
217,-0.0007771857374821302,-0.16675823401034984,21.55999755551951,30.92431834173226
218,-0.000777185976362478,-0.18432195312265126,23.7100219700072,33.63857961105118
219,-0.0009714826784218921,-0.1933933292237219,24.820007321916396,34.988961268537864
220,-0.0009714828822703549,-0.20265771677134486,25.96002196922059,36.33413123882843
221,-0.0009714830134937774,-0.21250113049490357,27.119995114076726,37.673166834343924
222,-0.0011657800566438974,-0.23238097913135575,29.52001952655881,40.33192398016376
223,-0.00116578028532722,-0.24241741439817704,30.760009761684827,41.65141870596722
224,-0.0015543741263213727,-0.25303287694514204,32.02001952659725,42.96325053001859
225,-0.001554374375082086,-0.2636483445820998,33.3000488230414,44.26671872208166
226,-0.0017486719304474832,-0.28584433503320883,35.95001220206108,46.84829879620991
227,-0.001748672284888157,-0.2974248580630896,37.30999755268786,48.12632193391148
228,-0.0017486726434475309,-0.3090053870764365,38.69000243431214,49.395101332213024
229,-0.0017486730435558244,-0.3207789299235138,40.09002684702885,50.6542397220518
230,-0.0019429709084842488,-0.3450980670228699,42.97003173004001,53.14382053531566
231,-0.0019429713817145787,-0.3574506540340494,44.450012197728086,54.37354798427749
232,-0.0021372689356169883,-0.3701892639254403,45.95001219633524,55.59211245820362
233,-0.002137269476101075,-0.38292788100950825,47.47003172716715,56.799174948128375
234,-0.002525865147913106,-0.409177169839114,50.57000731147618,59.17846983509058
235,-0.0027201631624951123,-0.4228808509721342,52.160034165920784,60.347155101423304
236,-0.0027201638318696563,-0.43658454036849764,53.770019517049334,61.49959286235643
237,-0.002720164563510609,-0.45028823817838454,55.40002439919892,62.63589523414683
238,-0.002914463556544469,-0.4784676928233338,58.72003172110927,64.85503534892412
239,-0.0031087619135148604,-0.493136458716428,60.41003416097535,65.93035616343815
240,-0.003108762729249859,-0.5076122256437109,62.119995096511985,66.98040051349692
241,-0.0034973590855276247,-0.5226670275209124,63.85003659926211,68.00540508576917
242,-0.0034973610077235584,-0.5527766602671859,67.36004636299029,69.96737203448166
243,-0.00369165984896776,-0.5680245009575619,69.15002438907227,70.88868851677161
244,-0.003885958766698316,-0.5834653599232962,70.95001218036013,71.76837677806826
245,-0.0038859599293111675,-0.5990992373546264,72.76000973810723,72.60670226664706
246,-0.00446885650389674,-0.6307530427957916,76.44000241041161,74.12269407462266
247,-0.004468857807755139,-0.6467729692555835,78.29003903057104,74.7779504304957
248,-0.004468859095398244,-0.6625998981934053,80.16003414611161,75.36270674174762
249,-0.004663158699031708,-0.679005864675725,82.04003902675235,75.87796881602033
250,-0.005051758223125068,-0.7116248199561755,85.8200072845459,76.6844835524094
251,-0.005440356619300178,-0.7280308179384009,87.72003169702894,76.972797724526
252,-0.005440358256441804,-0.7446298362488419,89.63000483986372,77.18404522675388
253,-0.005440359873992642,-0.7610358539940477,91.53002925231586,77.32282167152427
254,-0.0058289605013817246,-0.7940409310206666,95.35003657139669,77.43159261969483
255,-0.006217559789361036,-0.8106399891988433,97.26000971486506,77.40841860253468
256,-0.006411860440521802,-0.8270460478240311,99.17004389145214,77.33495827212545
257,-0.0064118623053799695,-0.8438381355895553,101.08001703410449,77.22153670057014
258,-0.006606165154441073,-0.8770363220149355,104.90002435469239,76.91613541715324
259,-0.006800466226854415,-0.8936354288296783,106.8000487658587,76.72711557009164
260,-0.007189066379680947,-0.9102345456044671,108.70001214305388,76.50318907122579
261,-0.007383367639887824,-0.9266406609525879,110.59002678742641,76.2517655748659
262,-0.007383369854758946,-0.9430467875501392,112.49005120009168,75.99673076681636
