,timeUS_x,lat,lon,alt,timeS,lat_rad,lon_rad,E_m,N_m,U_m,s,timeUS_y,a_x,a_y,a_z,g_x,g_y,g_z,q_w,q_x,q_y,q_z,a_x_global,a_y_global,a_z_global,a_x_clean,a_y_clean,a_z_clean,v_x,v_y,v_z,v_h,v_g
296,16343425,-35.3640964,149.1652291,771.77001953125,16.343425,-0.6172199191726736,2.603424377286658,-0.01612702233016557,-1.6048968790557838,186.92004374260287,1.1987735541403024,16343425,-0.723075270652771,-0.0028097673784941435,-2.3687548637390137,0.019088156521320343,-0.0212241318076849,0.0032836664468050003,-0.023618796516784498,0.8466223756166864,0.008987925334742908,0.5315937572568306,-2.445555298978773,-0.10740849972671908,-9.433744714146325,-4.518202942433051,-0.17723602718080772,-11.098628212862362,22.411673757654068,-3.021688398531501,61.88183913100014,22.614458237979964,65.88456371284795
297,16363418,-35.3641047,149.1652289,773.510009765625,16.363418,-0.6172200640350015,2.6034243737959994,-0.01651562977150288,-1.62091734113113,188.66003397306332,1.1969901214624274,16363418,-0.7219241261482239,-0.000962544756475836,-2.3578710556030273,0.011820909567177296,-0.02222156897187233,0.00410807877779007,-0.023720625214827464,0.8470710638469999,0.009021287960327758,0.5308733946018263,-2.4345319000972516,-0.10922835436547232,-9.43336373081009,-4.504503292814756,-0.1782334293182409,-11.086754217614907,22.321478274773416,-3.0252418489533937,61.66006295553388,22.52555172722392,65.64574505858123
298,16383411,-35.3641128,149.1652289,775.239990234375,16.383411,-0.617220205406671,2.6034243737959994,-0.016515634230646423,-1.6365517847152997,190.39001443740594,1.231249016530014,16383411,-0.7211557030677795,-0.022601313889026642,-2.369323253631592,0.011824448592960835,-0.022886188700795174,0.004579198081046343,-0.023829483146436063,0.8475229133606687,0.009047819035987526,0.5301463986789972,-2.444691548512206,-0.08869872890904375,-9.422850396127025,-4.511986690492937,-0.1568813513604923,-11.064747871020622,22.231344932655283,-3.0285918238584486,61.438625464904845,22.43669017369184,65.40726079700245
299,16403404,-35.364121,149.1652287,776.9600219726562,16.403404,-0.6172203485236696,2.603424370305341,-0.01690424197806759,-1.6523792466365341,192.1100461715406,1.230359528025379,16403404,-0.7193624973297119,-0.04532074183225632,-2.382340431213379,0.028793180361390114,-0.022703975439071655,0.0041600619442760944,-0.024084635705375806,0.8479693085525245,0.00916464088509851,0.5294185408855078,-2.4558099325933096,-0.06800242288744206,-9.410681145128239,-4.520428823837268,-0.13536259283757057,-11.041085608110617,22.141052390966284,-3.0315132404466243,61.21764450053072,22.347623442024368,65.16913588271579
300,16443390,-35.3641372,149.1652284,780.4099731445312,16.44339,-0.6172206312670084,2.603424365069353,-0.01748715638342764,-1.6836481738490499,195.55999733508705,1.228135808952141,16443390,-0.7087613344192505,-0.004247697535902262,-2.3250622749328613,0.023042775690555573,-0.022577594965696335,0.0040388163179159164,-0.024632223303344032,0.8488552241567083,0.00944448956482645,0.527966725858608,-2.3966326781130602,-0.10910524085858886,-9.41945793179749,-4.455899067883472,-0.17482050580607722,-11.026876370957432,21.961509085062254,-3.0376755504476773,60.776488488542604,22.170596609993595,64.69402528086354
301,16483377,-35.3641535,149.1652282,783.8300170898438,16.483377,-0.6172209157556765,2.603424361578695,-0.017875769359633746,-1.7151101396464286,198.98004127288027,1.1907774211425284,16483377,-0.7042495012283325,-0.022308846935629845,-2.324070692062378,-0.019816173240542412,-0.023446785286068916,0.004908110946416855,-0.02431846593443263,0.8497732600417832,0.009167944196449887,0.5265073290389857,-2.393197261043594,-0.0891514543118646,-9.406975789483095,-4.447111149340459,-0.15322181425671288,-10.991408204820598,21.783761806612585,-3.044388430162318,60.33612579092609,21.995467245797244,64.22031341265313
302,16503370,-35.3641615,149.1652281,785.5399780273438,16.50337,-0.6172210553820167,2.6034243598333657,-0.018070075985744023,-1.7305516162769812,200.69000220425286,1.2953106908004621,16503370,-0.7044598460197449,-0.0445086769759655,-2.33622145652771,0.008363418281078339,-0.022938158363103867,0.004308026283979416,-0.02440083473664357,0.850222743023461,0.009174966874605613,0.5257772403714969,-2.4043591947399956,-0.06794185895271623,-9.396942912671797,-4.4555968323000865,-0.1311897663962445,-10.969882316098081,21.694765886274116,-3.047231550528315,60.11658975023373,21.907726650266074,63.98400464319724
303,16523363,-35.3641697,149.1652279,787.25,16.523363,-0.6172211984990152,2.603424356342707,-0.018458684798914188,-1.746379126647295,202.40002417386054,1.294421208640742,16523363,-0.7008095979690552,-0.0460280105471611,-2.3286373615264893,0.03239169344305992,-0.022202018648386,0.0033920183777809143,-0.02468294366669595,0.8506618167078364,0.00931557275007999,0.5250508984770984,-2.395272087181835,-0.06754582010874918,-9.392970237979421,-4.443833474005153,-0.12997127505095737,-10.954416629494485,21.60580273121714,-3.049842246879142,59.89742349582412,21.819996548833796,63.74804774131693
304,16543356,-35.3641777,149.1652278,788.9500122070312,16.543356,-0.6172213381253555,2.6034243545973776,-0.018652991659610204,-1.7618206172900857,204.10003637594042,1.3277863788069042,16543356,-0.6996384859085083,-0.008074231445789337,-2.3185107707977295,0.03875106945633888,-0.02165449783205986,0.0030541187152266502,-0.02500881295091517,0.851095656658932,0.009497331370933322,0.5243286595141622,-2.3833518892196692,-0.10668896784284773,-9.393703669513489,-4.4292370253062145,-0.16829197028373585,-10.943657049117334,21.517103081970774,-3.05282383541113,59.67851940229588,21.73258977688141,63.51244867315712
305,16563349,-35.3641858,149.1652277,790.6500244140625,16.563349,-0.6172214794970249,2.6034243528520484,-0.018847298758640888,-1.7774551290046285,205.80004858011318,1.2899737995330964,16563349,-0.7004557847976685,0.03752536326646805,-2.3117520809173584,0.010226979851722717,-0.02134006656706333,0.004378096666187048,-0.025088624497198127,0.8515342022401476,0.00952434055635207,0.5236118316778573,-2.3750397313384934,-0.15226317485083574,-9.394974286196074,-4.418248616688265,-0.2130437247904038,-10.9334346538887,21.42865919175058,-3.056635857686939,59.45982505508679,21.64556438448058,63.27717797993381
306,16583342,-35.3641938,149.1652275,792.3400268554688,16.583342,-0.6172216191233652,2.6034243493613896,-0.019235907931552266,-1.792896633426404,207.4900510168184,1.2890891642864053,16583342,-0.6989625096321106,0.0051461197435855865,-2.2985846996307373,-0.012200621888041496,-0.021805953234434128,0.005738027393817902,-0.024991788672861236,0.8519803054452514,0.009417938280863137,0.5228922184072786,-2.3633347414817463,-0.11861183592002371,-9.394492086860852,-4.403867376094745,-0.17856993335827176,-10.92145944264226,21.340468909228726,-3.060550623620622,59.24135260625082,21.558816836401352,63.04221158877315
307,16603335,-35.3642019,149.1652274,794.030029296875,16.603335,-0.6172217604950344,2.603424347616061,-0.019430215213500857,-1.8085311589881738,209.18005345333455,1.287310209036649,16603335,-0.6992543339729309,-0.042176004499197006,-2.2892391681671143,0.006821383722126484,-0.022154834121465683,0.005533888936042786,-0.025066562786750676,0.8524226856858184,0.009406186138371504,0.5221673639941171,-2.356430026574866,-0.07111019078914395,-9.393427943054009,-4.394286410451091,-0.1302458357260719,-10.908902286924198,21.252518164901506,-3.063637700456274,59.02312539522118,21.472200732787627,62.80752133088146
308,16683308,-35.3642341,149.1652269,800.75,16.683308,-0.6172223224910536,2.6034243388894143,-0.020401747465841762,-1.8706833065956394,215.90002413837001,1.3913987631401883,16683308,-0.6907930970191956,-0.018826715648174286,-2.275458574295044,-0.030659353360533714,-0.02441389672458172,0.004925204906612635,-0.025443839461423787,0.8542176447652966,0.009494123960160002,0.5192058243272315,-2.336330341360803,-0.09549978588743364,-9.376754574892393,-4.363481722289935,-0.15134562081908137,-10.846256871117706,20.90263304406813,-3.0760219574040284,58.15301792002727,21.12775376743587,61.872089608032574
309,16703301,-35.3642421,149.1652268,802.4199829101562,16.703301,-0.6172224621173937,2.603424337144085,-0.020596055171424436,-1.8861248545124192,217.57000704416242,1.3535910534681896,16703301,-0.6871652603149414,-0.04380195960402489,-2.2490406036376953,-0.010257048532366753,-0.02494627609848976,0.004046841058880091,-0.025364817864196778,0.8546755689923133,0.009406470277235115,0.5184571497233934,-2.311566459864985,-0.06868680970171796,-9.380767001198507,-4.336041590057343,-0.12371019213204563,-10.8387762855126,20.81566825927625,-3.0787715528381945,57.93624348607702,21.042121550708867,61.63910437889902
310,16743287,-35.3642581,149.1652265,805.75,16.743287,-0.6172227413700742,2.6034243319080974,-0.021178973432722473,-1.917007971776025,220.90002412413335,1.3860668830874312,16743287,-0.6814343333244324,-0.025600740686058998,-2.2467238903045654,0.03410658240318298,-0.025706633925437927,0.002688667271286249,-0.02581947951200804,0.8555773219976808,0.009633435580566688,0.5169409999989564,-2.304474486300722,-0.08912048524728523,-9.369283232766687,-4.323597115019533,-0.1424989626749728,-10.804306493258343,20.642765707801697,-3.0838845168498707,57.503476514821884,20.871849936708056,61.17420968897867
311,16763280,-35.3642661,149.1652264,807.4099731445312,16.76328,-0.6172228809964143,2.603424330162768,-0.021373281522125726,-1.9324495410574993,222.55999726420566,1.385182489365124,16763280,-0.6793906688690186,-0.0030201191548258066,-2.258460283279419,0.019143112003803253,-0.02520255371928215,0.003186719724908471,-0.025977208517673704,0.8560275151330071,0.009711150463063787,0.5161857916773013,-2.312098257565296,-0.11314602250680877,-9.358753639160417,-4.328544635547335,-0.1657020474331763,-10.782283887740853,20.55627457279214,-3.086965448247417,57.287686164078195,20.786769349533227,60.94233968288886
312,16783273,-35.364274,149.1652262,809.0700073242188,16.783273,-0.6172230188774251,2.6034243266721098,-0.021761892273001703,-1.9476981050278568,224.2200314383053,1.3838431984830049,16783273,-0.6769780516624451,-0.0001515451294835657,-2.251267194747925,-0.019365675747394562,-0.024345245212316513,0.004234050400555134,-0.02581013043279757,0.8564827123643113,0.009581272677696666,0.5154409760602955,-2.3037457137643913,-0.11471586388444689,-9.3560184536435,-4.317515841009657,-0.16644943630949433,-10.768055690312718,20.46984422923824,-3.0902858005546507,57.07225819448619,20.701796760145914,60.71084783229834
313,16803266,-35.364282,149.165226,810.719970703125,16.803266,-0.6172231585037654,2.603424323181451,-0.022150503240252438,-1.9631396873364464,225.8699948139015,1.3464854077415338,16803266,-0.674236536026001,-0.0197594054043293,-2.222996950149536,-0.0197698213160038,-0.0239192433655262,0.005000321660190821,-0.02564828116242978,0.8569349418123897,0.009439873362841867,0.5146994851030091,-2.2776175352048176,-0.0926968224866156,-9.362153549286333,-4.28871141171331,-0.14360794241034303,-10.76269777404433,20.3838120785064,-3.0933852891410236,56.85702601747975,20.61719737013102,60.47966794676792
314,16883239,-35.3643139,149.1652255,817.2899780273438,16.883239,-0.6172237152637967,2.603424314454805,-0.02312204034627009,-2.0247130737740653,232.44000211803112,1.3433722677392301,16883239,-0.6710673570632935,-0.040337979793548584,-2.240708351135254,0.009487117640674114,-0.02525530569255352,0.003816443495452404,-0.02639952190674705,0.8587218202502261,0.009722794952349418,0.5116691977513873,-2.289227080395588,-0.0766896959104642,-9.334299957849844,-4.289615953956986,-0.12431100582891136,-10.688872134962967,20.042848754814575,-3.1032502878967416,55.99836290670489,20.28166532998963,59.55806072051646
315,16903232,-35.3643218,149.1652254,818.9299926757812,16.903232,-0.6172238531448077,2.6034243127094756,-0.023316349206938872,-2.0399616792502306,234.0800167621481,1.3424880424888255,16903232,-0.6694579720497131,-0.02392236702144146,-2.2190589904785156,-0.015054332092404366,-0.024291280657052994,0.0038357661105692387,-0.026271830063413756,0.8591716762716956,0.009615722949925864,0.5109220679416326,-2.267937678054969,-0.09118574859239201,-9.33977355782492,-4.265650300879594,-0.13798460600951915,-10.682852723026823,19.957326035698102,-3.1058723259804846,55.784720459162,20.197556916628425,59.328545760934446
316,16943218,-35.3643377,149.165225,822.1799926757812,16.943218,-0.6172241306521586,2.6034243057281583,-0.02409357318444261,-2.0706519178749696,237.33001675084205,1.3402591299134574,16943218,-0.6602604985237122,-0.039443761110305786,-2.1395018100738525,0.012208439409732819,-0.025873342528939247,0.004554186947643757,-0.02629222013597676,0.8600691928043562,0.009547169217465764,0.5094100060944207,-2.19284775876576,-0.07134690070633615,-9.361339707410849,-4.185207880116838,-0.11650085312082314,-10.681432848790314,19.78854622368145,-3.111166382475979,55.35747779003131,20.031622947385618,58.87033433895238
317,16963211,-35.3643456,149.165225,823.7999877929688,16.963211,-0.6172242685331696,2.6034243057281583,-0.0240935792826899,-2.085900540439819,238.95001186475304,1.3398143946156524,16963211,-0.6601352691650391,-0.041689757257699966,-2.1619582176208496,0.02493903413414955,-0.02726100943982601,0.004423317965120077,-0.02651537812104424,0.8605212924198905,0.009636961203977492,0.5086326464098156,-2.211691897929691,-0.07137284851648885,-9.346421733338447,-4.201375768543996,-0.11570434842965578,-10.655021862806693,19.704709740237615,-3.1134876217732783,55.14418792050684,19.94917018619949,58.64171597532019
318,16983205,-35.3643535,149.1652248,825.4199829101562,16.983205,-0.6172244064141805,2.6034243022375003,-0.024482191568855297,-2.1011491707925005,240.5700069757668,1.3727351373552223,16983205,-0.6616501808166504,-0.041719868779182434,-2.1965701580047607,0.003496185876429081,-0.027273274958133698,0.004300233907997608,-0.02655308562575824,0.8609788474129519,0.00961875694605887,0.507856118862448,-2.2418345800922856,-0.07335541644305461,-9.32705210773456,-4.228842199969818,-0.11686446385490153,-10.624159225291585,19.62043285120638,-3.115812612189687,54.93145994716912,19.866294911305904,58.41348273669721
319,17003198,-35.3643614,149.1652246,827.0399780273438,17.003198,-0.6172245442951914,2.6034242987468414,-0.024870804172216116,-2.116397808924626,242.19000208871466,1.3709562069500798,17003198,-0.6595377326011658,-0.040540970861911774,-2.191585063934326,-0.02289372682571411,-0.026587847620248795,0.004309241194278002,-0.026363457249483083,0.8614392450754026,0.00946642783184309,0.5070875485652155,-2.235565437618632,-0.07322984015797157,-9.323622319448567,-4.21989680675939,-0.11591643506849841,-10.609236425094375,19.535975031725613,-3.1181396064457747,54.71920030755004,19.783253398910208,58.18563394295259
320,17083170,-35.3643929,149.1652241,833.4600219726562,17.08317,-0.6172250940739058,2.6034242900201954,-0.025842345888350337,-2.1771994047863616,248.6100460134853,1.3700774959622295,17083170,-0.6494481563568115,-0.037199631333351135,-2.152325391769409,0.011680956929922104,-0.02778007835149765,0.005107840057462454,-0.026455298912944562,0.8632616240733018,0.009352326293125424,0.5039762093141492,-2.1927484805427753,-0.07462588351444793,-9.318109370887209,-4.16637484673644,-0.11402266841969455,-10.557751428888139,19.202688541587683,-3.1277464708136455,53.87184771355438,19.45574581482062,57.2774128368531
321,17103163,-35.3644007,149.165224,835.0499877929688,17.103163,-0.6172252302095874,2.603424288274866,-0.026036655758486373,-2.1922550571570256,250.20001182838558,1.261091519732909,17103163,-0.6472316980361938,-0.04178161919116974,-2.145688772201538,-0.016799090430140495,-0.027311863377690315,0.004843126051127911,-0.02632076818088024,0.8637205593637042,0.009226609542116916,0.5031986508042087,-2.185213864852519,-0.06893797447191073,-9.315305344349852,-4.156163980309412,-0.10751230687583734,-10.543454390439566,19.119492282203122,-3.1299610451941873,53.66090950958148,19.373993942232403,57.051247582056874
322,17143149,-35.3644163,149.1652236,838.239990234375,17.143149,-0.6172255024809508,2.603424281293549,-0.026813882808208983,-2.2223663880806774,253.39001425973333,1.3629618359659554,17143149,-0.6411409974098206,-0.0054248301312327385,-2.091796636581421,0.016726864501833916,-0.027532478794455528,0.005247783847153187,-0.02627217314387118,0.8646281646285071,0.009114462150240513,0.501642139806007,-2.1321478547793786,-0.10195055362156707,-9.330150037896315,-4.097745468762724,-0.1388799810228536,-10.53531306016359,18.954444300835448,-3.134857110644214,53.23949120216863,19.2119308727059,56.59983843902226
323,17163143,-35.3644242,149.1652235,839.8200073242188,17.163143,-0.6172256403619617,2.6034242795482196,-0.027008192982049144,-2.2376150739748013,254.97003134369533,1.3256047596424472,17163143,-0.6395815014839172,-0.019427776336669922,-2.0968565940856934,0.047437071800231934,-0.028278345242142677,0.005767475813627243,-0.02669180681182525,0.8650726299883283,0.009306423620282413,0.5008495610196707,-2.1353981740841905,-0.09018258253721635,-9.321951588856917,-4.098319537330763,-0.1262895574371828,-10.515621599212974,18.87250823896953,-3.137508010520199,53.02904500837884,19.13153218500942,56.374596568372176
324,17183136,-35.3644321,149.1652234,841.4000244140625,17.183136,-0.6172257782429726,2.603424277802891,-0.027202503155889308,-2.252863767464584,256.5500484277391,1.358964845615049,17183136,-0.6387540698051453,-0.03731830045580864,-2.109055280685425,0.023281417787075043,-0.02856164425611496,0.005551020614802837,-0.026905621383342546,0.8655243152557212,0.009376537497072618,0.5000558246672637,-2.14538158829591,-0.07392903509018854,-9.310614444942411,-4.1056267008057095,-0.10921355748883492,-10.492791443387247,18.7904974904,-3.139862217408557,52.81903440739849,19.051024399780673,56.14972775010565
325,17203129,-35.3644399,149.1652231,842.97998046875,17.203129,-0.6172259143786543,2.603424272566903,-0.02778542088762598,-2.2679194540948053,258.13000447681554,1.3576363364317783,17203129,-0.6372243165969849,-0.040778279304504395,-2.1003174781799316,-0.008629750460386276,-0.0284658782184124,0.0050302790477871895,-0.02684152372827279,0.8659832518479412,0.009290931396336959,0.49926567948998696,-2.13630741439376,-0.069588622874515,-9.309600897636383,-4.093876276166786,-0.10405069277184131,-10.48028488417,18.708531158890697,-3.141994113486288,52.60937704989007,18.970536764476815,55.925198423518054
326,17243115,-35.3644555,149.1652229,846.1199951171875,17.243115,-0.6172261866500175,2.6034242690762444,-0.0281740420285428,-2.298030842687068,261.2700191139271,1.3567412143787092,17243115,-0.6364030241966248,-0.006182773504406214,-2.1187756061553955,-0.014310352504253387,-0.02769364044070244,0.004716061986982822,-0.02649993288660176,0.8669010009231011,0.009019645060295078,0.4976937353016589,-2.148570081979562,-0.10336326511337814,-9.293066983660918,-4.100786442279041,-0.13618043000806435,-10.440764946372099,18.54467546334118,-3.14678742656722,52.19110367607869,18.809764994508832,55.477189565404665
327,17263108,-35.3644633,149.1652227,847.6900024414062,17.263108,-0.6172263227856991,2.6034242655855855,-0.02856265661278348,-2.313086548149821,262.84002643340165,1.248205538605074,17263108,-0.6354808807373047,-0.003367743454873562,-2.109992265701294,0.019710397347807884,-0.02706422656774521,0.005145017057657242,-0.02667267694466766,0.8673435252182502,0.00907907668756986,0.49691181102192106,-2.1394537248727272,-0.1064658929217022,-9.292972509850282,-4.088993834435433,-0.13846060531506835,-10.429177460650243,18.462806324805005,-3.1495328756768277,51.9824772968069,18.729516136895498,55.25371227922404
328,17283101,-35.364471,149.1652226,849.25,17.283101,-0.6172264571760516,2.6034242638402563,-0.028756967405416566,-2.327949242815683,264.40002398647266,1.247772411750632,17283101,-0.6341242790222168,-0.019458593800663948,-2.085190534591675,0.01984379068017006,-0.026820022612810135,0.005431518889963627,-0.02685208215060851,0.8677838093227197,0.009134072249655506,0.49613183196169225,-2.117142947117552,-0.08980585987004287,-9.299948578403834,-4.064006805943484,-0.12097811976208896,-10.424660517292576,18.38130485390346,-3.1521263548920615,51.7740119054604,18.649618459618416,55.03050588061221
329,17303094,-35.3644789,149.1652225,850.8099975585938,17.303094,-0.6172265950570626,2.6034242620949275,-0.028951278272908314,-2.343197974106514,265.96002153995886,1.2446477395578264,17303094,-0.6317037343978882,-0.03772526979446411,-2.057603359222412,-0.004863594193011522,-0.027814190834760666,0.005123472772538662,-0.0268202748561019,0.8682345868232352,0.009066553783647137,0.495345508411066,-2.0920488661349053,-0.06980547417267692,-9.307343929315637,-4.036236474224064,-0.10015528156340293,-10.42056285629316,18.300330771953252,-3.154336914938412,51.56563263000632,18.570189760361693,54.807539775733545
330,17343081,-35.3644944,149.1652222,853.9199829101562,17.343081,-0.6172268655830965,2.6034242568589394,-0.029534204375123607,-2.3731164111977647,269.0700068800717,1.243764055369828,17343081,-0.6304311156272888,-0.018145989626646042,-2.087989330291748,-0.01682353764772415,-0.02956635132431984,0.0046482570469379425,-0.02648243473250328,0.8691573727046831,0.008797578200744182,0.49374765289724,-2.114829061157378,-0.08929658167474736,-9.28369564462358,-4.0536641677729905,-0.11800148406283328,-10.373928547778664,18.138802382350335,-3.1587668223487717,51.14977230466049,18.411788606866242,54.362608165195155
331,17363074,-35.364502,149.165222,855.4600219726562,17.363074,-0.6172269982281198,2.603424253368281,-0.029922819553693015,-2.387786112937851,270.61004593722413,1.242429888246693,17363074,-0.6331937909126282,-0.037011414766311646,-2.1010444164276123,0.007237094454467297,-0.029225924983620644,0.004253771621733904,-0.026551004690417653,0.8696102140657084,0.008797809285287195,0.49294595879700853,-2.127235544951201,-0.07140639681211479,-9.274778621255248,-4.06339440083004,-0.09928884669888065,-10.353518512499113,18.057660206369295,-3.160938965140231,50.942570380122426,18.33222919532796,54.14070653587522
332,17383067,-35.3645099,149.1652217,857.010009765625,17.383067,-0.6172271361091306,2.6034242481322933,-0.030505738922410642,-2.403034870107136,272.16003372476706,1.2415404437376525,17383067,-0.6301229596138,-0.023803066462278366,-2.0771985054016113,0.024228915572166443,-0.028941025957465172,0.00394453713670373,-0.02676241589759369,0.8700561861527533,0.008886169572947127,0.49214534644042973,-2.103678417517537,-0.08428233880875562,-9.281030469607193,-4.037161022659603,-0.1113423361942014,-10.34827734893984,17.97668300407838,-3.1630445397600218,50.735624877793555,18.25283491925641,53.91910249929806
333,17403060,-35.3645176,149.1652217,858.5499877929688,17.40306,-0.617227270499483,2.6034242481322933,-0.030505746344686932,-2.4178976011179856,273.7000117460024,1.169039137480251,17403060,-0.6251788139343262,-0.019217422232031822,-2.03511643409729,0.017566289752721786,-0.02960147336125374,0.004365737549960613,-0.02691673651667402,0.8705060798737306,0.008938693969180787,0.49133975408904945,-2.063948781611307,-0.08725302550909352,-9.294811592262446,-3.9947551360166,-0.11349057039321923,-10.350565459683875,17.896391954198176,-3.1652920819107226,50.528708895657154,18.174155247001053,53.69776849743533
334,17483033,-35.3645485,149.1652211,864.6699829101562,17.483033,-0.6172278098062218,2.6034242376603176,-0.0316716014858055,-2.477541596906106,279.82000684013184,1.1677110061244858,17483033,-0.6170162558555603,-0.039008162915706635,-2.052783966064453,0.022319886833429337,-0.031626828014850616,0.004404737614095211,-0.026904016245857063,0.8723644228781782,0.008770845222734884,0.48803643294363264,-2.0715800760453056,-0.06822530041162023,-9.262228145108523,-3.991681427503505,-0.09117303529046572,-10.272009964885074,17.57778319473152,-3.1729447622328246,49.703803404601615,17.861859939691794,52.81585096719027
335,17503026,-35.3645561,149.1652208,866.1900024414062,17.503026,-0.617227942451245,2.60342423242433,-0.03225452203519924,-2.4922113410376157,281.34002636614593,1.1325661932195559,17503026,-0.6104859709739685,-0.03642084822058678,-2.0129692554473877,0.030250422656536102,-0.031122850254178047,0.0045717982575297356,-0.027174382209528638,0.8728148855243225,0.008880370975970171,0.48721336965442913,-2.033135251017203,-0.06984381668708026,-9.273765242958513,-3.950560351738629,-0.09196909906460574,-10.272054050823844,17.498388574785327,-3.1747755425789053,49.49843466866859,17.784060347961454,52.59627208375501
336,17543012,-35.3645716,149.1652206,869.219970703125,17.543012,-0.617228212977279,2.6034242289336715,-0.03264314618068134,-2.5221298920298083,284.3699946151651,1.130787321172515,17543012,-0.6068075895309448,-0.05392250418663025,-2.0042881965637207,-0.026235997676849365,-0.03203170746564865,0.004444037564098835,-0.027002217099061167,0.8737429993457898,0.008692514107992664,0.48555997730912787,-2.0225329478999208,-0.05096324768593424,-9.266808059614906,-3.9346055471478003,-0.07144362506081958,-10.2421108436578,17.34118850069804,-3.1779408057561147,49.08805927402043,17.629978059590197,52.15796861143439
337,17563005,-35.3645792,149.1652203,870.72998046875,17.563005,-0.6172283456223023,2.6034242236976834,-0.03322606746278458,-2.5367996533936785,285.8800043753987,1.1628252867394613,17563005,-0.6072038412094116,-0.03969671204686165,-2.015216827392578,-0.010203002020716667,-0.03157951310276985,0.004490789491683245,-0.026919842703397902,0.8742044632699872,0.008605208337425056,0.48473480260563845,-2.030392578297032,-0.06531747057257709,-9.258084425688736,-3.939788926808138,-0.08497539544614235,-10.221894197820411,17.26247211633914,-3.1795044484946127,48.8834908476233,17.552840001133244,51.93936724253631
338,17582998,-35.364587,149.1652202,872.239990234375,17.582998,-0.617228481757984,2.6034242219523542,-0.033420379845976296,-2.5518554523350327,287.3900141354363,1.1623683489906271,17582998,-0.604350745677948,-0.0366622731089592,-2.0058469772338867,0.016080569475889206,-0.030950235202908516,0.004921331070363522,-0.027068500050211046,0.8746550658728021,0.008641760625234373,0.4839123185261687,-2.019768743941991,-0.0684560389313238,-9.256959283706749,-3.926488841716324,-0.08729151130356912,-10.209276043927206,17.183836870626088,-3.181226514627936,48.679250654301676,17.47582477978251,51.72111653858597
339,17602991,-35.3645945,149.1652201,873.739990234375,17.602991,-0.6172286126576778,2.6034242202070255,-0.03361469226810887,-2.5663322083326254,288.8900141290404,1.1263462775288422,17602991,-0.6022661924362183,-0.02228996716439724,-1.9845608472824097,0.0287567600607872,-0.030796241015195847,0.005269265733659267,-0.027325753117445697,0.8751005348122591,0.008738529707584795,0.4830900488381147,-1.9990024551270404,-0.08272547714864012,-9.26332930791867,-3.9030463021646,-0.10073849701956536,-10.20415305622791,17.105568922560284,-3.1831061566061383,48.47518781030198,17.39921414802071,51.50316967151375
340,17622984,-35.3646023,149.1652198,875.239990234375,17.622984,-0.6172287487933595,2.6034242149710374,-0.03419761408288625,-2.5813880173940795,290.3900141229227,1.1254568486043566,17622984,-0.600384533405304,-0.03200480714440346,-1.9566073417663574,0.01731017231941223,-0.03133048117160797,0.006093889474868774,-0.027489472578649258,0.8755506241951294,0.008771198605851793,0.48226393131135536,-1.97375685511806,-0.0720890746201252,-9.272519556000828,-3.8751244514188463,-0.08927964198973037,-10.201850292398847,17.02781443862209,-3.1850056729327445,48.27119919782744,17.32312690286487,51.28546965456295
341,17662971,-35.3646175,149.1652196,878.219970703125,17.662971,-0.6172290140834058,2.603424211480379,-0.034586239463072585,-2.6107275866885558,293.3699945798149,1.125012132489476,17662971,-0.6008683443069458,-0.05635470896959305,-1.9873015880584717,-0.01652323082089424,-0.03199346363544464,0.005047519691288471,-0.02724344464254942,0.8764737902129605,0.008518347454997601,0.4806026711852232,-1.9988446769035375,-0.04815277384525704,-9.247961308895604,-3.8948597717307774,-0.06369843621222213,-10.154306021471186,16.872361206133586,-3.1876376554586434,47.86424353601526,17.17083592877002,50.85099227908653
342,17682964,-35.3646252,149.1652195,879.7100219726562,17.682964,-0.6172291484737582,2.6034242097350497,-0.03478055228448855,-2.6255903972431716,294.86004584271507,1.1227948284865736,17682964,-0.5979704260826111,-0.04014071077108383,-1.9636726379394531,0.006258570123463869,-0.032106850296258926,0.004945243243128061,-0.027307091463097483,0.8769284076378447,0.008506353384783382,0.4797692493122849,-1.9756679538161792,-0.06325137202879043,-9.25508961415109,-3.8690067979066454,-0.07797458189443544,-10.149941314815452,16.79474971397021,-3.1890538897841467,47.661272127518075,17.094843745025862,50.63428229451051
343,17702957,-35.3646328,149.1652193,881.2000122070312,17.702957,-0.6172292811187814,2.6034242062443913,-0.0351691700217932,-2.6402601991863053,296.3500360711666,1.0876562794142248,17702957,-0.6010053157806396,-0.052407100796699524,-1.9675426483154297,0.02227228879928589,-0.03245939314365387,0.004974283277988434,-0.027514523640821863,0.8773794002808659,0.008569063263426364,0.47893100766853064,-1.9799867754331593,-0.052022650977320936,-9.251319429686616,-3.8706493687868524,-0.06592340834164588,-10.134678118439759,16.717380241099846,-3.190492366043542,47.45849692935351,17.019108192361244,50.417843810071396
