,timeUS,a_x,a_y,a_z,g_x,g_y,g_z
814,58794626,9.216482162475586,-0.06553872674703598,-3.355370283126831,0.0008813075255602598,0.0008446966530755162,0.0008255319553427398
816,58814626,9.217694282531738,-0.0656951367855072,-3.355597972869873,0.0008499566465616226,0.0008642394095659256,0.0009242978412657976
819,58834626,9.217537879943848,-0.0661875456571579,-3.3546621799468994,0.0008677684236317873,0.0008259782916866243,0.0008111990755423903
821,58854626,9.21800708770752,-0.0655672699213028,-3.3563718795776367,0.0007588471635244787,0.0008502759737893939,0.0008837023051455617
822,58874626,9.216779708862305,-0.06587903201580048,-3.3558919429779053,0.0008691533003002405,0.0008417615899816155,0.0008729432011023164
824,58894626,9.21626091003418,-0.06487546116113663,-3.355365753173828,0.0008625878836028278,0.0008638259023427963,0.000850007520057261
826,58914626,9.216997146606445,-0.06446516513824463,-3.355947494506836,0.0008709556423127651,0.0008843846153467894,0.0008096654200926423
828,58934626,9.217074394226074,-0.06524506211280823,-3.3578789234161377,0.0008774239686317742,0.0009007792687043548,0.0008745606173761189
830,58954626,9.216350555419922,-0.06400825083255768,-3.35660457611084,0.0008681108010932803,0.0008631629170849919,0.0008530296618118882
833,58974626,9.216482162475586,-0.0640525072813034,-3.3551862239837646,0.0009156909072771668,0.0007423169445246458,0.0007827313966117799
834,58994626,9.217096328735352,-0.06440270692110062,-3.355407476425171,0.0008186688646674156,0.0008361848304048181,0.0008809910505078733
836,59014626,9.216773986816406,-0.06425206363201141,-3.3562309741973877,0.0008645860361866653,0.0008925613947212696,0.0008294643484987319
838,59034626,9.215989112854004,-0.06510922312736511,-3.355618953704834,0.0008726585074327886,0.0008506487356498837,0.0008610456716269255
840,59054626,9.216970443725586,-0.06495191901922226,-3.357015609741211,0.0008756179013289511,0.000853493926115334,0.0008727401145733893
843,59074626,9.219513893127441,-0.06506025791168213,-3.382014036178589,0.0007855760050006211,0.00048056646483018994,0.0008273634011857212
844,59094626,9.217143058776855,-0.06540746986865997,-3.357984781265259,0.0008779502823017538,0.0009428003686480224,0.0008179178112186491
846,59114626,9.217911720275879,-0.06394168734550476,-3.3560986518859863,0.0008794517489150167,0.0009167830576188862,0.0008192780078388751
848,59134626,9.218754768371582,-0.06539216637611389,-3.355705976486206,0.0008415699703618884,0.0009203145164065063,0.000867595779709518
850,59154626,9.217041969299316,-0.06602082401514053,-3.3552746772766113,0.0008607073687016964,0.0008583907037973404,0.0008690119720995426
853,59174626,9.216516494750977,-0.0683850646018982,-3.356227159500122,0.0010066494578495622,0.0007921472424641252,0.0007917983457446098
854,59194626,9.216601371765137,-0.06529884040355682,-3.355026960372925,0.0008844307158142328,0.00089599983766675,0.0008164113969542086
856,59214626,9.216150283813477,-0.06532736122608185,-3.3559486865997314,0.0008861924288794398,0.0008802794618532062,0.0008336970349773765
858,59234626,9.216140747070312,-0.06461376696825027,-3.3566806316375732,0.0008801270741969347,0.0008332275901921093,0.0008604967151768506
861,59254626,9.216145515441895,-0.06398051232099533,-3.3571314811706543,0.0008986357133835554,0.0008364418754354119,0.0009418590925633907
863,59274626,9.216476440429688,-0.06302578747272491,-3.357545852661133,0.0009568654932081699,0.0008289797115139663,0.0008853870094753802
864,59294626,9.217323303222656,-0.06519462913274765,-3.356374502182007,0.0008888471638783813,0.0008705000509507954,0.0009081704192794859
866,59314626,9.216826438903809,-0.0645209401845932,-3.3564350605010986,0.0008265766082331538,0.0008162761805579066,0.0008643923792988062
868,59334626,9.217273712158203,-0.06508876383304596,-3.355309009552002,0.0008239060407504439,0.0008354165474884212,0.0008771797292865813
870,59354626,9.216408729553223,-0.06557872891426086,-3.3555119037628174,0.0008933543576858938,0.0008035148493945599,0.0008588570053689182
873,59374626,9.218812942504883,-0.06507442146539688,-3.3566932678222656,0.0008649509400129318,0.0009632930741645396,0.000812656944617629
874,59394626,9.216503143310547,-0.06532786041498184,-3.3563010692596436,0.000864497444126755,0.0008760007913224399,0.0008425679989159107
876,59414626,9.21623706817627,-0.06443942338228226,-3.3564844131469727,0.0008754091104492545,0.0008618100546300411,0.0008808229467831552
878,59434626,9.216228485107422,-0.0652066320180893,-3.356308698654175,0.0008284130599349737,0.0008778728079050779,0.0009262619423680007
880,59454626,9.21709156036377,-0.06428389251232147,-3.35551118850708,0.0008867655997164547,0.0008836077176965773,0.0009063701145350933
883,59474626,9.218096733093262,-0.06607695668935776,-3.3561975955963135,0.0009302741382271051,0.0008543259464204311,0.0008699071477167308
884,59494626,9.216421127319336,-0.06496128439903259,-3.356167793273926,0.0009035240509547293,0.0008778408518992364,0.0008566536125726998
886,59514626,9.217721939086914,-0.06561648100614548,-3.355980396270752,0.0008890171884559095,0.0008890287135727704,0.0009125858778133988
888,59534626,9.216816902160645,-0.06580041348934174,-3.3573391437530518,0.0008259909227490425,0.000877359532751143,0.000877189333550632
891,59554626,9.216082572937012,-0.06693702936172485,-3.3528597354888916,0.0008647303329780698,0.0009102716576308012,0.0008102693245746195
893,59574626,9.215503692626953,-0.06585156172513962,-3.35551381111145,0.0008540510898455977,0.0009030133369378746,0.0009550806717015803
894,59594626,9.217394828796387,-0.06501408666372299,-3.355980634689331,0.0009139757021330297,0.000905360619071871,0.0009246941190212965
896,59614626,9.217921257019043,-0.06518839299678802,-3.3556737899780273,0.0008660655585117638,0.0008924085996113718,0.0008587606716901064
898,59634626,9.217042922973633,-0.06496305018663406,-3.3549814224243164,0.0008779777563177049,0.0008989445050247014,0.0008324183290824294
901,59654626,9.218600273132324,-0.06214163452386856,-3.3556811809539795,0.0008271853439509869,0.0010242199059575796,0.0007904338417574763
903,59674626,9.215279579162598,-0.06397271156311035,-3.35768461227417,0.0008341965731233358,0.0007267501205205917,0.0010460703633725643
904,59694626,9.21757984161377,-0.0634186789393425,-3.3560519218444824,0.0009713131003081799,0.0008765309466980398,0.0008262299234047532
906,59714626,9.217588424682617,-0.06429050862789154,-3.3548593521118164,0.0009065920021384954,0.0008857768843881786,0.0008602835005149245
908,59734626,9.216296195983887,-0.06556276232004166,-3.355041980743408,0.000863072753418237,0.000873200420755893,0.0008918195380829275
910,59754626,9.216187477111816,-0.06425150483846664,-3.355346441268921,0.0008535441593267024,0.000863415771164,0.0008678418816998601
913,59774626,9.216764450073242,-0.06547603011131287,-3.357194423675537,0.000814376340713352,0.0009780656546354294,0.0008758982876315713
914,59794626,9.217036247253418,-0.06482347846031189,-3.3560361862182617,0.0008244985365308821,0.0008793886518105865,0.000868128496222198
916,59814626,9.215755462646484,-0.06492053717374802,-3.356448173522949,0.000869042007252574,0.0009089576778933406,0.0008338604820892215
918,59834626,9.21811294555664,-0.06507326662540436,-3.355480432510376,0.0008478481322526932,0.0008487050654366612,0.0008633844554424286
921,59854626,9.218127250671387,-0.06422892957925797,-3.3563146591186523,0.0008848462020978332,0.0006741444813087583,0.0012305331183597445
923,59874626,9.217817306518555,-0.0634559616446495,-3.355332136154175,0.0008493456989526749,0.0007269140332937241,0.0010098738130182028
924,59894626,9.215871810913086,-0.0652923583984375,-3.355496644973755,0.000806096417363733,0.0008917323430068791,0.0008809937862679362
926,59914626,9.216272354125977,-0.06460761278867722,-3.3560922145843506,0.0008863168186508119,0.0008604445029050112,0.0008706867229193449
928,59934626,9.216740608215332,-0.0649460032582283,-3.355815887451172,0.0008633858524262905,0.0008354143355973065,0.0009211143478751183
930,59954626,9.21800708770752,-0.06515616178512573,-3.354782819747925,0.0008421181119047105,0.0008352454751729965,0.0008963729487732053
933,59974626,9.214911460876465,-0.06791917234659195,-3.2764875888824463,0.0009126527002081275,0.0008869762532413006,0.0010206486331298947
934,59994626,9.215995788574219,-0.06572756171226501,-3.372345447540283,0.0008553757797926664,0.0008520237170159817,0.000843625923153013
936,60014626,9.217039108276367,-0.06530383974313736,-3.35548734664917,0.0008609238429926336,0.0009440460707992315,0.0008464169804938138
938,60034626,9.216423034667969,-0.06499146670103073,-3.3556320667266846,0.0008756243623793125,0.0008880047244019806,0.0008532818173989654
940,60054626,9.216313362121582,-0.06510171294212341,-3.35616397857666,0.0009178739855997264,0.0009119791211560369,0.0008795099565759301
943,60074626,9.21845531463623,-0.06565196812152863,-3.3553483486175537,0.0010236796224489808,0.0006985632935538888,0.0008888299344107509
944,60094626,9.215627670288086,-0.06451793760061264,-3.355503559112549,0.0008639905136078596,0.0008822589879855514,0.0008279306348413229
946,60114626,9.216255187988281,-0.06394936144351959,-3.3559088706970215,0.0008947406895458698,0.0009138734894804657,0.000831280427519232
948,60134626,9.216959953308105,-0.06514447927474976,-3.3551812171936035,0.0008692136616446078,0.0008641185704618692,0.0008823645766824484
950,60154626,9.217103004455566,-0.06540118157863617,-3.355438470840454,0.0008775703026913106,0.0008834803593344986,0.0008991271024569869
953,60174626,9.217265129089355,-0.0649225115776062,-3.354384422302246,0.0008660987368784845,0.0008159255376085639,0.000907713663764298
954,60194626,9.21663761138916,-0.06573738902807236,-3.355196952819824,0.0008494393550790846,0.0008072921773418784,0.0008412920287810266
956,60214626,9.217205047607422,-0.0649973452091217,-3.355661153793335,0.0009162178612314165,0.0009052026434801519,0.0008553041843697429
958,60234626,9.216733932495117,-0.06416460871696472,-3.3558478355407715,0.0009043332538567483,0.0008874523336999118,0.0008405478438362479
960,60254626,9.215422630310059,-0.0647694319486618,-3.356597900390625,0.0009017523843795061,0.000875426281709224,0.0008595965337008238
963,60274626,9.217412948608398,-0.06546559929847717,-3.3563666343688965,0.0008468228043057024,0.0009832725627347827,0.0009550565155223012
964,60294626,9.216936111450195,-0.06446454674005508,-3.35491681098938,0.0008951802738010883,0.0008712895214557648,0.0008940501720644534
966,60314626,9.217422485351562,-0.0646137222647667,-3.3553922176361084,0.0008796123438514769,0.0007958455826155841,0.0008935064543038607
968,60334626,9.216980934143066,-0.06502557545900345,-3.3555500507354736,0.0008688433445058763,0.0008676735451444983,0.000904746470041573
970,60354626,9.217804908752441,-0.06517738103866577,-3.355886697769165,0.0008478191448375583,0.0008522301213815808,0.000846143695525825
973,60374626,9.219099998474121,-0.0663517490029335,-3.3569915294647217,0.0007790969684720039,0.0007876190356910229,0.000742026255466044
974,60394626,9.21810531616211,-0.06534366309642792,-3.355342149734497,0.0008333174046128988,0.0008750617853365839,0.0009177184547297657
976,60414626,9.217480659484863,-0.06550387293100357,-3.3548126220703125,0.000879709841683507,0.0008749545668251812,0.0008974367519840598
978,60434626,9.215943336486816,-0.06381180882453918,-3.3555760383605957,0.0008266172953881323,0.0008647420909255743,0.0008564758463762701
980,60454626,9.217726707458496,-0.06473742425441742,-3.3561453819274902,0.0008999770507216454,0.0008332753204740584,0.000855698948726058
982,60474626,9.216042518615723,-0.06572128087282181,-3.3564293384552,0.0008821267983876169,0.0008632430108264089,0.0008659425657242537
985,60494626,9.217254638671875,-0.06452059000730515,-3.357120990753174,0.000758379464969039,0.0009272146271541715,0.0009684804826974869
986,60514626,9.215736389160156,-0.06591559201478958,-3.35614013671875,0.0008876176434569061,0.0009146740194410086,0.000834454083815217
988,60534626,9.217166900634766,-0.0647401362657547,-3.3562190532684326,0.0008353664889000356,0.0008722677594050765,0.0008653262630105019
990,60554626,9.216777801513672,-0.06504321843385696,-3.3554673194885254,0.0008696590084582567,0.0009211188880726695,0.0008999617421068251
992,60574626,9.216812133789062,-0.06525318324565887,-3.356457233428955,0.0008449146407656372,0.000840765715111047,0.0009225356625393033
995,60594626,9.217731475830078,-0.06517704576253891,-3.3556647300720215,0.0008560745627619326,0.0008735918672755361,0.0009892736561596394
996,60614626,9.217899322509766,-0.06448949873447418,-3.3564438819885254,0.0009330487227998674,0.000887945992872119,0.0008417039643973112
998,60634626,9.21666145324707,-0.06434616446495056,-3.355907678604126,0.000793595623690635,0.0008733496069908142,0.0008892053156159818
1000,60654626,9.21741771697998,-0.06508077681064606,-3.3557088375091553,0.0008964622393250465,0.0009089449886232615,0.0009067443897947669
1002,60674626,9.216208457946777,-0.06624787300825119,-3.356189250946045,0.0009094979614019394,0.000901348190382123,0.0008719534962438047
1005,60694626,9.217303276062012,-0.06533128768205643,-3.3575563430786133,0.0007063309894874692,0.0007624463178217411,0.0007799398736096919
1006,60714626,9.216385841369629,-0.06391267478466034,-3.3559679985046387,0.0008794562891125679,0.0008995682583190501,0.0008946947637014091
1008,60734626,9.21586799621582,-0.06593894958496094,-3.3559350967407227,0.0008661288884468377,0.0008741443161852658,0.0008936201920732856
1010,60754626,9.217734336853027,-0.065000981092453,-3.3552560806274414,0.0008807210251688957,0.0008824017131701112,0.0009009743225760758
1012,60774626,9.216314315795898,-0.06413271278142929,-3.35567569732666,0.0009126109071075916,0.0008922834531404078,0.0008683867054060102
1015,60794626,9.216513633728027,-0.06551654636859894,-3.3571317195892334,0.000900908256880939,0.0009166509262286127,0.0008873281767591834
1016,60814626,9.216609954833984,-0.0645594671368599,-3.3558804988861084,0.0008787295664660633,0.0008591081132180989,0.0009595422307029366
1018,60834626,9.215831756591797,-0.06647767871618271,-3.3560829162597656,0.0008751677814871073,0.0009230750147253275,0.0008747958927415311
1020,60854626,9.21693229675293,-0.06611265242099762,-3.357530117034912,0.0008795161847956479,0.0009516287827864289,0.0008768541738390923
1022,60874626,9.216482162475586,-0.06587319821119308,-3.355865478515625,0.0008292226120829582,0.0009316011564806104,0.0008952445932663977
1025,60894626,9.2181396484375,-0.0646466389298439,-3.3553051948547363,0.0008615228580310941,0.0008646618225611746,0.0009215684840455651
1026,60914626,9.216238021850586,-0.06486700475215912,-3.3557639122009277,0.0008808018174022436,0.0008661087485961616,0.0008792263688519597
1028,60934626,9.217034339904785,-0.06467233598232269,-3.3554916381835938,0.0008946714224293828,0.000907048350200057,0.0008896365761756897
1030,60954626,9.217273712158203,-0.06661762297153473,-3.375584125518799,0.0008986386237666011,0.0007658589165657759,0.0009179810876958072
1032,60974626,9.217308044433594,-0.06516828387975693,-3.3579070568084717,0.0008912016055546701,0.0009272994357161224,0.0008725887746550143
1035,60994626,9.215662002563477,-0.06403124332427979,-3.3492538928985596,0.0008639837033115327,0.0008647764916531742,0.0009250769508071244
1036,61014626,9.21666145324707,-0.06500263512134552,-3.3555850982666016,0.0008817419875413179,0.0008886850555427372,0.0008545294986106455
1038,61034626,9.217084884643555,-0.06483191251754761,-3.3557534217834473,0.0009209709241986275,0.0009677062043920159,0.0009287688881158829
1040,61054626,9.21629524230957,-0.06506681442260742,-3.355595588684082,0.0009390079067088664,0.0009369519539177418,0.0009220368228852749
1042,61074626,9.216683387756348,-0.06505129486322403,-3.3561763763427734,0.0009225242538377643,0.0008506597951054573,0.0008678517770022154
1045,61094626,9.215730667114258,-0.06391260027885437,-3.3545446395874023,0.0009062920580618083,0.0008342298679053783,0.0009383510914631188
1046,61114626,9.216843605041504,-0.06466914713382721,-3.3561716079711914,0.0009302087128162384,0.000879328406881541,0.0009073910769075155
1048,61134626,9.21557903289795,-0.06511534750461578,-3.355736494064331,0.0008964622393250465,0.0008842067909426987,0.0009080671006813645
1050,61154626,9.217195510864258,-0.06585358828306198,-3.355445146560669,0.0009083658223971725,0.0008989584748633206,0.0008495008805766702
1052,61174626,9.217501640319824,-0.06526116281747818,-3.355968952178955,0.0008736110758036375,0.0009176208404824138,0.0009016052354127169
1055,61194626,9.216988563537598,-0.0652838945388794,-3.355741024017334,0.0008844559197314084,0.0008012034231796861,0.000996961840428412
1056,61214626,9.216821670532227,-0.06574145704507828,-3.355316162109375,0.0008784085512161255,0.0009098818409256637,0.0009047095663845539
1058,61234626,9.21690845489502,-0.06469979882240295,-3.3560993671417236,0.0009233179152943194,0.0009453805396333337,0.0008882700931280851
1060,61254626,9.217354774475098,-0.0644635334610939,-3.3558545112609863,0.0009260684018954635,0.0008965051965788007,0.0008824073011055589
1062,61274626,9.217530250549316,-0.06435547769069672,-3.356538772583008,0.0008564816671423614,0.0009822442661970854,0.0008716437150724232
1065,61294626,9.217458724975586,-0.06593035161495209,-3.3569326400756836,0.0009365430450998247,0.0010596939828246832,0.0007953448221087456
1067,61314626,9.217438697814941,-0.06495484709739685,-3.35733699798584,0.0009248265414498746,0.0009297345532104373,0.0009142855415120721
1068,61334626,9.217187881469727,-0.06548359990119934,-3.355509042739868,0.0008722766651771963,0.0008744639344513416,0.0008838643552735448
1070,61354626,9.217387199401855,-0.06545370817184448,-3.3559141159057617,0.0008739496697671711,0.0008369986899197102,0.0008962487918324769
1072,61374626,9.2179594039917,-0.06364842504262924,-3.355565309524536,0.0008364813984371722,0.0009311603498645127,0.0008613725658506155
1074,61394626,9.217144012451172,-0.06466872245073318,-3.3569037914276123,0.0009042435558512807,0.0009176204912364483,0.0009081310126930475
1076,61414626,9.21640396118164,-0.06416242569684982,-3.355257987976074,0.0008629488875158131,0.0008649195078760386,0.0008740518242120743
1079,61434626,9.217151641845703,-0.06406906247138977,-3.355942726135254,0.0008190992521122098,0.0007982878596521914,0.001190822571516037
1080,61454626,9.21727180480957,-0.06459878385066986,-3.3563554286956787,0.0009072472457773983,0.0009127527591772377,0.000879219442140311
1082,61474626,9.218006134033203,-0.06419243663549423,-3.354706048965454,0.0008423533290624619,0.000889548915438354,0.0008609940996393561
1084,61494626,9.216899871826172,-0.06451402604579926,-3.355830430984497,0.0008773627923801541,0.0009001403814181685,0.0008955587982200086
1086,61514626,9.216170310974121,-0.0648145079612732,-3.3554883003234863,0.0008875904022715986,0.0008550158236175776,0.0009409933700226247
1089,61534626,9.218018531799316,-0.06631489843130112,-3.356050491333008,0.0008021638495847583,0.0008177039562724531,0.0008308946853503585
1090,61554626,9.216347694396973,-0.06495602428913116,-3.356531858444214,0.0008741346537135541,0.0008807830163277686,0.0008388967253267765
1092,61574626,9.216896057128906,-0.06599792838096619,-3.354491949081421,0.0009377510286867619,0.0009261536179110408,0.0009462751913815737
1094,61594626,9.217262268066406,-0.06534349173307419,-3.3560967445373535,0.0009040254517458379,0.0008709192625246942,0.0009107474470511079
1096,61614626,9.217602729797363,-0.06521745026111603,-3.3561806678771973,0.0008991443319246173,0.0008690045215189457,0.0009089509840123355
1099,61634626,9.216872215270996,-0.06496424973011017,-3.354611396789551,0.0008378986385650933,0.0008696919539943337,0.0009692662861198187
1100,61654626,9.217126846313477,-0.0646904855966568,-3.3550045490264893,0.0009635266033001244,0.0008864790434017777,0.0008655575220473111
1102,61674626,9.21683406829834,-0.06462153047323227,-3.3561105728149414,0.0008952628122642636,0.0008753900765441358,0.0008074133656919003
1104,61694626,9.215145111083984,-0.06527285277843475,-3.354871988296509,0.0009511611424386501,0.0008975454256869853,0.0008939914987422526
1107,61714626,9.215991020202637,-0.06461144238710403,-3.3546807765960693,0.0009029310313053429,0.0008279760368168354,0.0007993924664333463
1109,61734626,9.219468116760254,-0.0644320398569107,-3.3549892902374268,0.0009109009988605976,0.0007168307201936841,0.000973556365352124
1110,61754626,9.217178344726562,-0.0652097538113594,-3.3563168048858643,0.0009124000207521021,0.0008972795330919325,0.0009478872525505722
1112,61774626,9.216267585754395,-0.0641212910413742,-3.3567802906036377,0.0008816158515401185,0.0008144121384248137,0.0009247737471014261
1114,61794626,9.216743469238281,-0.06477249413728714,-3.355804204940796,0.0009204025845974684,0.0008907815790735185,0.0008753019501455128
1116,61814626,9.216208457946777,-0.0649866983294487,-3.3563623428344727,0.0008939092513173819,0.0008940765401348472,0.0009174220031127334
1119,61834626,9.216117858886719,-0.06418046355247498,-3.3568482398986816,0.0009258955833502114,0.0007656962261535227,0.0009928945219144225
1120,61854626,9.217031478881836,-0.06516192853450775,-3.3553717136383057,0.0008721648482605815,0.000953788694459945,0.0009065791382454336
1122,61874626,9.217124938964844,-0.06404221057891846,-3.3564791679382324,0.000820719578769058,0.0008942693239077926,0.0008993379888124764
1124,61894626,9.216795921325684,-0.06529148668050766,-3.356196165084839,0.0008869274752214551,0.0008746793027967215,0.0008977206307463348
1126,61914626,9.215815544128418,-0.06592322885990143,-3.355212688446045,0.0008710362017154694,0.0009392167557962239,0.0009227828122675419
1129,61934626,9.216143608093262,-0.06477582454681396,-3.3564815521240234,0.0008708517998456955,0.0006558336899615824,0.0007661294075660408
1130,61954626,9.21401596069336,-0.06434880197048187,-3.253748893737793,0.0008307261159643531,0.0008617546991445124,0.0009428010671399534
1132,61974626,9.216412544250488,-0.06502983719110489,-3.367966651916504,0.0009336192742921412,0.0009407351026311517,0.0008581490255892277
1134,61994626,9.21591567993164,-0.06497906893491745,-3.3574557304382324,0.0009426838369108737,0.0009496150887571275,0.0009166575619019568
1137,62014626,9.216338157653809,-0.06517434120178223,-3.3565444946289062,0.0009592563146725297,0.0009398445254191756,0.0008503072895109653
1139,62034626,9.218558311462402,-0.06688986718654633,-3.356494426727295,0.0009286644635722041,0.0009459255961701274,0.0007565588457509875
1140,62054626,9.216930389404297,-0.06466733664274216,-3.3560383319854736,0.0008930373005568981,0.0009135014843195677,0.0009030818473547697
1142,62074626,9.216779708862305,-0.0663948580622673,-3.356278419494629,0.0009052589302882552,0.0008709835237823427,0.0008740822086110711
1144,62094626,9.216065406799316,-0.06485171616077423,-3.356403112411499,0.0009029043139889836,0.0008818329661153257,0.0008780070929788053
1147,62114626,9.217779159545898,-0.06483384966850281,-3.3548851013183594,0.0010097213089466095,0.0008527669124305248,0.0008140658028423786
1149,62134626,9.215888977050781,-0.06543861329555511,-3.355268955230713,0.0010544320102781057,0.0009730082820169628,0.0010445814114063978
1150,62154626,9.217445373535156,-0.06501634418964386,-3.354804277420044,0.0009553867275826633,0.0009329132735729218,0.0009096020949073136
1152,62174626,9.217180252075195,-0.06554558873176575,-3.3555898666381836,0.000947721884585917,0.0009164985967800021,0.0008955983794294298
1154,62194626,9.217517852783203,-0.06474374234676361,-3.3557496070861816,0.0009247915004380047,0.0008550522616133094,0.000887160247657448
1156,62214626,9.217001914978027,-0.06462477147579193,-3.3563895225524902,0.0009462926536798477,0.0009392759529873729,0.0009087966755032539
1159,62234626,9.215452194213867,-0.06505873799324036,-3.3545279502868652,0.0009374449728056788,0.0008236659923568368,0.0009123996132984757
1160,62254626,9.216924667358398,-0.06556420028209686,-3.3552637100219727,0.000879090279340744,0.000892758893314749,0.0008656571735627949
1162,62274626,9.217385292053223,-0.06581331044435501,-3.3539927005767822,0.0009439030545763671,0.000884503242559731,0.0009192861616611481
1164,62294626,9.216546058654785,-0.06522843986749649,-3.3558340072631836,0.0009427686454728246,0.0008994315285235643,0.0008934606448747218
1166,62314626,9.216341018676758,-0.0649961605668068,-3.355008602142334,0.0009240271174348891,0.0008471230394206941,0.0009081769967451692
1169,62334626,9.218183517456055,-0.0666079968214035,-3.358806610107422,0.0007899092743173242,0.000944999570492655,0.0008803571108728647
1170,62354626,9.216809272766113,-0.06529475003480911,-3.3551363945007324,0.0008598160347901285,0.0008699814788997173,0.0009098954615183175
1172,62374626,9.217039108276367,-0.06504961848258972,-3.355973243713379,0.0008628013310953975,0.000863141380250454,0.0008920449181459844
1174,62394626,9.217591285705566,-0.06386353820562363,-3.3560619354248047,0.0008425459964200854,0.000887707166839391,0.000934107752982527
1177,62414626,9.217889785766602,-0.06438535451889038,-3.354964256286621,0.0010050003184005618,0.0009169753757305443,0.0009902914753183722
1179,62434626,9.216153144836426,-0.06486313045024872,-3.3551764488220215,0.0009636921458877623,0.0009083756012842059,0.0010409028036519885
1180,62454626,9.217306137084961,-0.06616033613681793,-3.3559465408325195,0.0009455784456804395,0.0008950649062171578,0.0009541631443426013
1182,62474626,9.217297554016113,-0.06495292484760284,-3.355863094329834,0.0009501938475295901,0.0009227108675986528,0.0008984511368907988
1184,62494626,9.216663360595703,-0.06438173353672028,-3.3566009998321533,0.0009107958758249879,0.0008853619219735265,0.0008933315984904766
1187,62514626,9.21611499786377,-0.06573443114757538,-3.3524973392486572,0.0009882190497592092,0.0009419936104677618,0.0009584316867403686
1189,62534626,9.219643592834473,-0.06575654447078705,-3.355154037475586,0.0009377224487252533,0.0008955445955507457,0.0008675939170643687
1190,62554626,9.217242240905762,-0.06452818214893341,-3.3565635681152344,0.0008867417927831411,0.0009302239050157368,0.0009542327607050538
1192,62574626,9.216665267944336,-0.06452421844005585,-3.3559274673461914,0.0008853739709593356,0.0009426877950318158,0.0009471897501498461
1194,62594626,9.217480659484863,-0.06527595221996307,-3.355914831161499,0.000934852403588593,0.0009011223446577787,0.0009529634262435138
1196,62614626,9.216713905334473,-0.06526824831962585,-3.3563425540924072,0.0008988084155134857,0.000927053508348763,0.0009365747682750225
1199,62634626,9.216073036193848,-0.06450258195400238,-3.356632947921753,0.0010767750209197402,0.0008112858049571514,0.0009319983655586839
1200,62654626,9.216681480407715,-0.0649668276309967,-3.3553307056427,0.0009122097981162369,0.0009300829260610044,0.0009837428806349635
1202,62674626,9.21611499786377,-0.06522823125123978,-3.3563194274902344,0.0008517570677213371,0.0009908844949677587,0.0009119766182266176
1204,62694626,9.217757225036621,-0.06482940167188644,-3.355502128601074,0.0009188182884827256,0.0009421795257367194,0.0008982510771602392
1207,62714626,9.217367172241211,-0.06540621072053909,-3.357478141784668,0.0009593121940270066,0.0010404405184090137,0.0010937609476968646
1209,62734626,9.218330383300781,-0.06626759469509125,-3.355989933013916,0.0010186672443524003,0.0008831180166453123,0.0009446293115615845
1210,62754626,9.216160774230957,-0.06469757109880447,-3.3560285568237305,0.0009034044924192131,0.0009112439583986998,0.0009250129223801196
1212,62774626,9.216562271118164,-0.06541929394006729,-3.3564670085906982,0.0009122597984969616,0.0009291103342548013,0.0009537285659462214
1214,62794626,9.217866897583008,-0.06500152498483658,-3.35597562789917,0.0009248594287782907,0.0009475779952481389,0.0009311208268627524
1216,62814626,9.217342376708984,-0.0649690181016922,-3.3560891151428223,0.0009118079906329513,0.0009362424607388675,0.0009210463613271713
1219,62834626,9.217021942138672,-0.06574955582618713,-3.357940912246704,0.0008071745978668332,0.0007732851663604379,0.0009585971711203456
1220,62854626,9.21701717376709,-0.06489251554012299,-3.356539011001587,0.0008646773640066385,0.00094621442258358,0.0009025660110637546
1222,62874626,9.21628475189209,-0.0655263215303421,-3.3547863960266113,0.0008863696129992604,0.0009272539173252881,0.0009249139693565667
1224,62894626,9.21753215789795,-0.0645020455121994,-3.3561408519744873,0.0009230056894011796,0.0008826376288197935,0.0009139181929640472
1226,62914626,9.216461181640625,-0.06566786766052246,-3.355905532836914,0.0009369043982587755,0.0009427700424566865,0.0009389986516907811
1229,62934626,9.21737289428711,-0.0672508254647255,-3.3579459190368652,0.0009068636572919786,0.0008641241583973169,0.0008087566238828003
1230,62954626,9.216215133666992,-0.06463386118412018,-3.3045010566711426,0.000980087206698954,0.0008547587203793228,0.0009027073392644525
1232,62974626,9.218503952026367,-0.06560763716697693,-3.3727102279663086,0.000933389354031533,0.0008031298639252782,0.0009059936855919659
1234,62994626,9.216278076171875,-0.06468043476343155,-3.355888843536377,0.0009503492619842291,0.0009562038467265666,0.000941239355597645
1236,63014626,9.21722412109375,-0.06490233540534973,-3.355456590652466,0.0009420155547559261,0.0009360517142340541,0.000947069376707077
1239,63034626,9.216599464416504,-0.0656723901629448,-3.3543081283569336,0.0008991456124931574,0.0008896219660528004,0.0008957945974543691
1240,63054626,9.217212677001953,-0.06469742953777313,-3.355320453643799,0.0008864565170370042,0.0009521032334305346,0.0009699963848106563
1242,63074626,9.216985702514648,-0.0645662397146225,-3.355997323989868,0.0009245968540199101,0.0009103018674068153,0.0009229485294781625
1244,63094626,9.216463088989258,-0.06573772430419922,-3.3559412956237793,0.0009529166272841394,0.000924617110285908,0.0009429204510524869
1246,63114626,9.216512680053711,-0.0649949461221695,-3.355257749557495,0.0009711656020954251,0.0009436890250071883,0.0008945594308897853
1249,63134626,9.216665267944336,-0.06332544982433319,-3.3566784858703613,0.0009291017195209861,0.001069445163011551,0.000859486754052341
